3.788416087627410889e-01,8.283658027648925781e-01,2.383467508479952812e-03,1.326795458793640137e+00,2.442226558923721313e-01,5.182102918624877930e-01,inf,4.610291421413421631e-01,3.219260871410369873e-01,8.143599629402160645e-01,1.948045752942562103e-02,3.414364531636238098e-03,8.341147005558013916e-02,2.156686931848526001e-01,8.286417722702026367e-01,6.972434520721435547e+00,2.099011242389678955e-01,9.250289201736450195e-01,9.154015779495239258e-02,2.358855903148651123e-01,6.862413287162780762e-01,5.864429473876953125e-01,3.220518678426742554e-02,2.761887550354003906e+00,9.815369606018066406e+00,3.032190799713134766e-01,6.834195256233215332e-01,1.783937215805053711e+00,1.042750030755996704e-01,6.310679763555526733e-02,3.423676639795303345e-02,8.415433168411254883e-01,2.111708402633666992e+00,inf,inf,1.259252578020095825e-01,3.394428789615631104e-01,5.741307139396667480e-01,inf,7.803556323051452637e-01,1.081688165664672852e+00,3.478197157382965088e-01,inf,7.554951310157775879e-01,1.222036108374595642e-01,2.901690900325775146e-01,4.006319642066955566e-01,1.974512040615081787e-01,2.846841600000000000e+07
3.004823327064514160e-01,inf,7.981579303741455078e-01,1.757226109504699707e+00,7.116186618804931641e-01,4.092140495777130127e-01,inf,6.279381364583969116e-02,1.912758797407150269e-01,inf,6.285042190551757812e+01,3.079106211662292480e-01,inf,1.728276610374450684e+00,inf,7.168473243713378906e+00,1.059296876192092896e-01,7.206593155860900879e-01,1.173432217910885811e-03,1.672814637422561646e-01,4.733657240867614746e-01,2.164153605699539185e-01,1.523746401071548462e-01,4.015631198883056641e+00,8.619476318359375000e+00,8.355937600135803223e-01,9.291357547044754028e-02,4.090689659118652344e+00,2.421069741249084473e-01,4.425044655799865723e-01,5.287464261054992676e-01,2.668171501159667969e+01,inf,7.485383152961730957e-01,5.342802405357360840e-01,2.220905721187591553e-01,inf,3.502414524555206299e-01,inf,8.809321000000000000e+06,2.706207334995269775e-01,2.098498195409774780e-01,8.531095981597900391e-01,2.649471200000000000e+07,2.196657508611679077e-01,inf,3.530117869377136230e-01,3.297673761844635010e-01,2.522416400000000000e+07
3.514436185359954834e-01,inf,3.675723075866699219e-01,6.978517770767211914e-01,5.791574716567993164e-01,7.231943607330322266e-01,5.558581352233886719e-01,1.682850718498229980e-01,2.318561822175979614e-02,inf,1.438292711973190308e-01,3.504290282726287842e-01,3.345306515693664551e-01,inf,inf,2.374233007431030273e+00,1.174724325537681580e-01,1.080983877182006836e+00,4.073729515075683594e-01,4.632997214794158936e-01,inf,1.781397312879562378e-01,2.448971718549728394e-01,6.912111639976501465e-01,7.360655665397644043e-01,9.457250833511352539e-01,3.026238381862640381e-01,3.917412042617797852e+00,2.216114103794097900e-02,4.693229198455810547e-01,4.042086124420166016e+00,2.542515182495117188e+01,3.327712714672088623e-01,inf,inf,1.460126340389251709e-01,1.729290962219238281e+00,4.538929462432861328e-01,inf,1.172403300000000000e+07,6.373041272163391113e-01,8.803439140319824219e-01,inf,2.660701200000000000e+07,3.293227553367614746e-01,2.697878777980804443e-01,4.587295055389404297e-01,4.756285548210144043e-01,2.492792400000000000e+07
inf,inf,4.755641222000122070e-01,inf,inf,inf,inf,2.473360449075698853e-01,2.503595054149627686e-01,inf,inf,inf,inf,3.737830519676208496e-01,inf,inf,inf,9.457376599311828613e-01,inf,inf,inf,inf,inf,inf,inf,inf,2.679257094860076904e-01,inf,1.068238019943237305e-01,inf,4.506739616394042969e+00,inf,inf,inf,3.418279886245727539e-01,inf,2.268466800451278687e-01,inf,inf,1.285103100000000000e+07,inf,5.527060627937316895e-01,inf,2.825287600000000000e+07,1.792583200000000000e+07,inf,inf,inf,2.640199200000000000e+07
inf,inf,1.080816745758056641e+00,1.610698242187500000e+02,1.748059839010238647e-01,inf,inf,2.156823600000000000e+07,inf,inf,inf,inf,inf,inf,inf,5.082761764526367188e+00,inf,1.828211200000000000e+07,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.751857995986938477e-01,inf,5.851944446563720703e+00,inf,inf,inf,inf,inf,inf,inf,inf,1.051943100000000000e+07,inf,8.127502202987670898e-01,inf,2.626358000000000000e+07,1.883034400000000000e+07,1.256004394531250000e+03,inf,inf,2.671952800000000000e+07
4.060023128986358643e-01,inf,1.789886474609375000e+00,8.478111028671264648e-01,3.718384802341461182e-01,3.582477569580078125e-01,inf,2.339308000000000000e+07,2.787000127136707306e-02,7.492054748535156250e+01,4.537235200405120850e-01,3.790290057659149170e-01,1.067703887820243835e-01,inf,inf,7.737437486648559570e-01,1.150355022400617599e-02,1.843270000000000000e+07,2.996347658336162567e-02,1.227204501628875732e-01,inf,4.191676974296569824e-01,4.573915302753448486e-01,1.222363114356994629e+00,7.403679847717285156e+00,inf,inf,1.374284625053405762e+00,3.496756553649902344e+00,3.967596590518951416e-01,6.540471315383911133e-02,2.821449089050292969e+01,inf,inf,inf,6.622064709663391113e-01,inf,1.414283993653953075e-03,inf,1.168980800000000000e+07,inf,5.227717161178588867e-01,inf,2.565455200000000000e+07,3.757529556751251221e-01,1.812488138675689697e-01,3.407815098762512207e-01,4.599383175373077393e-01,2.381150400000000000e+07
1.599303483963012695e-01,inf,3.597769141197204590e-01,5.887049436569213867e-01,1.223148033022880554e-01,4.067887365818023682e-01,inf,1.628294587135314941e-01,4.431250095367431641e-01,inf,6.976877593994140625e+01,6.607345342636108398e-01,inf,4.375140964984893799e-01,inf,7.013267040252685547e+00,1.355475634336471558e-01,1.346029043197631836e-01,3.405442535877227783e-01,1.787855982780456543e+00,inf,3.345869481563568115e-01,4.250320047140121460e-02,3.040524482727050781e+00,7.087318420410156250e+00,1.994139142334461212e-02,6.401486396789550781e-01,5.700746536254882812e+00,2.050212025642395020e-01,8.927161097526550293e-01,2.697509288787841797e+00,1.089291000366210938e+02,inf,inf,4.033324122428894043e-01,2.826426327228546143e-01,3.735542669892311096e-02,1.581511646509170532e-01,6.960427761077880859e-01,8.250826500000000000e+06,2.365684658288955688e-01,4.075470566749572754e-01,inf,2.637664400000000000e+07,6.514104008674621582e-01,4.311531066894531250e+01,8.732226490974426270e-01,1.721021652221679688e+00,8.704271316528320312e-01
8.982361853122711182e-02,8.405401706695556641e-01,1.511550396680831909e-01,2.065062522888183594e+00,1.291975736618041992e+00,1.748826168477535248e-02,5.163487792015075684e-01,1.011910438537597656e-01,3.165054619312286377e-01,8.101835250854492188e-01,1.969009339809417725e-01,3.162634558975696564e-03,6.903047561645507812e-01,3.161259293556213379e-01,7.180669307708740234e-01,9.234853744506835938e+00,4.895552396774291992e-01,5.438138544559478760e-02,6.833094954490661621e-01,7.635939121246337891e-01,5.061452388763427734e-01,4.971711337566375732e-01,2.915044128894805908e-01,3.344405174255371094e+00,1.061699581146240234e+01,3.973711133003234863e-01,5.505387783050537109e-01,1.056335330009460449e+00,6.358256936073303223e-02,7.550487667322158813e-02,7.088510394096374512e-01,7.780578136444091797e-01,inf,inf,inf,1.205210909247398376e-01,4.214822947978973389e-01,4.852124750614166260e-01,inf,7.382199764251708984e-01,1.819199681282043457e+00,4.858518242835998535e-01,inf,7.727916240692138672e-01,3.521457687020301819e-02,3.412146270275115967e-01,6.587683558464050293e-01,3.425281345844268799e-01,3.080547200000000000e+07
1.022296473383903503e-01,inf,1.026346459984779358e-01,4.218015193939208984e+00,9.341774582862854004e-01,1.203511238098144531e+00,1.810912013053894043e+00,7.593139410018920898e-01,2.092101424932479858e-01,inf,2.809655761718750000e+01,4.521637856960296631e-01,inf,1.207445144653320312e+00,inf,9.517886161804199219e+00,6.194078922271728516e-01,4.779361486434936523e-01,5.422418713569641113e-01,3.684309720993041992e-01,3.413263857364654541e-01,2.766220867633819580e-01,5.280194431543350220e-02,3.249203443527221680e+00,1.457886791229248047e+01,3.791343271732330322e-01,1.228210330009460449e+00,1.730374217033386230e+00,2.451989054679870605e-01,2.769593000411987305e-01,7.318236827850341797e-01,1.994939231872558594e+01,3.894657790660858154e-01,7.068957686424255371e-01,2.589962258934974670e-02,2.303528971970081329e-02,inf,6.307516098022460938e-01,inf,1.184081800000000000e+07,7.641601562500000000e-01,6.712645888328552246e-01,7.197775244712829590e-01,1.550461000000000000e+07,9.520490765571594238e-01,1.315599346160888672e+01,4.274334907531738281e-01,2.175830602645874023e-01,2.495509200000000000e+07
1.824977621436119080e-02,inf,4.065052568912506104e-01,3.060114681720733643e-01,2.736154496669769287e-01,3.112199902534484863e-01,5.377241373062133789e-01,6.091047525405883789e-01,2.172054797410964966e-01,inf,5.645507574081420898e-02,6.324037909507751465e-01,3.678302466869354248e-01,inf,4.749389266967773438e+01,1.529386281967163086e+00,inf,1.250249624252319336e+00,1.541247665882110596e-01,4.869553446769714355e-01,inf,1.095204264856874943e-03,2.276144027709960938e-01,6.997216939926147461e-01,7.648429274559020996e-01,1.071408033370971680e+00,5.117945075035095215e-01,5.029287815093994141e+00,2.322676479816436768e-01,2.261281311511993408e-01,1.361536979675292969e+00,4.765302276611328125e+01,4.116508066654205322e-01,inf,inf,3.175603151321411133e-01,inf,9.127432703971862793e-01,inf,1.421464100000000000e+07,9.592334032058715820e-01,1.011029481887817383e+00,inf,2.416490400000000000e+07,4.474355280399322510e-01,4.046674072742462158e-01,inf,5.699548125267028809e-02,3.373715600000000000e+07
