STATEFP,01,04,05,06,08,09,10,11,12,13,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51,53,54,55,56
01,0.0,986071.39855816,162704.77624972383,3929379.0,1425903.1182605007,844607.0417353561,521903.968291241,890011.1419920914,3697176.5608501127,2033382.0305657904,103470.94366572287,1960929.8312707741,773607.1079232019,193524.70843399173,235017.32665800277,263332.52940356074,225908.8394701247,42226.87209595008,1346918.4198167748,932861.751469066,628117.5732405601,667269.8890001486,105611.3626456395,537303.8088887414,45678.42167789839,89270.64588127256,1058260.9224787417,21884.096775191898,3076029.682225678,164569.07679236494,2856549.978919796,1345250.0285883907,19105.737075362125,667851.5347345397,172577.89379344147,365240.9330015223,715067.269138621,68594.73141967133,1338027.9590645377,24237.35849042516,576941.5263466995,3533326.186828714,468038.7213431288,23175.840338010625,1059390.9345914416,1248159.7707678794,168034.00032115,165906.12589601823,17927.10185362009
04,986071.3985581599,0.0,1181506.504257436,28533807.999999996,10354421.348270658,6133247.814559154,3789888.3323956165,6462956.880327164,26847633.20855469,14765725.691213392,751370.6466432869,14239602.570012376,5617670.549192612,1405310.3235171512,1706615.5429478122,1912230.872653301,1640472.820499972,306637.1202234238,9780861.449790219,6774123.368339385,4561175.248371837,4845485.990766366,766913.6380962613,3901716.714142372,331701.0942187532,648252.9350343201,7684729.311148479,158914.8350507153,22337076.763256613,1195044.4179425288,20743290.133352242,9768746.162621535,138739.33601387506,4849709.703396054,1253201.7111473468,2652254.8870969946,5192574.237477661,498111.50722301635,9716301.960838944,176003.41773928175,4189552.277854506,25657807.764622003,3398737.3097301987,168295.03553702764,7692935.073092403,9063709.876907948,1220205.5089711712,1204753.611789754,130180.48966201523
05,162704.77624972383,1181506.5042574361,0.0,4708165.0,1708510.977125126,1012004.5209820541,625343.087767795,1066407.5184239533,4429941.037149858,2436389.5943707093,123978.43920984158,2349577.68111576,926932.705975993,231880.4724319351,281596.74894296925,315523.9029626095,270682.99881071784,50596.05633908788,1613871.8515156326,1117750.9342075058,752607.7719192121,799519.9080934634,126543.08001608073,643795.11046826,54731.68818765572,106963.70354338473,1268003.6810096775,26221.43053484313,3685685.5215076124,197185.95926636877,3422705.8859684756,1611872.7923289814,22892.411904634882,800216.8335081559,206782.08931538503,437630.11339071963,856790.5231854793,82189.91185490043,1603219.3397198613,29041.09859015192,691288.8528676181,4233616.224449311,560801.980789451,27769.192110257063,1269357.6566578879,1495539.6634270588,201337.61572045536,198788.0057457493,21480.176256515148
06,3929379.0,28533808.0,4708165.0,0.0,41261156.0,24440274.0,15102261.0,25754126.0,106984673.0,58839687.0,2994124.0,56743148.0,22385759.0,5599997.0,6800663.0,7620016.0,6537092.0,1221913.0,38975587.0,26994088.0,18175749.0,19308694.0,3056061.0,15547884.0,1321790.0,2583212.0,30622746.0,633257.0,89010634.0,4762112.0,82659581.0,38927309.0,552860.0,19325525.0,4993862.0,10568925.0,20691800.0,1984916.0,38718325.0,701353.0,16694875.0,102243358.0,13543570.0,670636.0,30655445.0,36117822.0,4862376.0,4800802.0,518754.0
08,1425903.1182605007,10354421.34827066,1708510.977125126,41261156.0,0.0,8868949.243058773,5480347.162410128,9345723.222797759,38822872.224028274,21351896.360919077,1086515.3878153781,20591098.91744143,8123401.576363102,2032141.2580841524,2467842.0121700685,2765170.927923956,2372196.692443201,443410.91987895366,14143560.862755522,9795683.810036741,6595662.3618694395,7006788.345979814,1108991.2450527942,5642055.978298999,479654.54151547793,937402.5885331866,11112460.52139518,229797.9225114935,32300406.90372299,1728087.40269283,29995720.520216152,14126041.618431322,200623.25318110074,7012896.02237943,1812185.4364169554,3835278.5807022844,7508693.394661759,720291.4032688524,14050204.969111785,254508.77344775267,6058279.0108740525,37102331.68997562,4914725.379094093,243362.1097933666,11124326.418287285,13106527.778200502,1764471.4598808158,1742127.3290133753,188246.78052437998
09,844607.0417353561,6133247.814559155,1012004.5209820541,24440274.0,8868949.243058773,0.0,3246181.136185957,5535764.346819082,22996002.21143199,12647396.439413019,643577.0675795925,12196752.303870786,4811744.982092748,1203700.8646650957,1461780.0569171596,1637897.278866732,1405126.340745411,262646.16474714555,8377673.733169797,5802290.084520703,3906817.2335156156,4150340.020423894,656890.221221418,3341966.328644927,284114.39611586876,555252.8899592716,6582258.140248932,136116.50121513003,19132541.876395356,1023600.2505058534,17767404.004422594,8367296.536477673,118835.43152589988,4153957.7883000514,1073414.147796537,2271755.5314905606,4447634.0882820515,426651.1402573221,8322376.115716524,150753.51157071313,3588508.256875082,21976872.20740706,2911145.6523373583,144150.99384437903,6589286.682330952,7763406.582399957,1045151.6662467514,1031916.5382563455,111504.45943961703
10,521903.9682912409,3789888.3323956165,625343.087767795,15102260.999999998,5480347.162410127,3246181.136185957,0.0,3420688.245972868,14209809.077984275,7815144.871063478,397682.48294604395,7536680.507158304,2973298.441130611,743797.0877125988,903270.7220941058,1012097.9902531032,868262.9636603963,162295.68173664465,5176775.648717138,3585381.2135716523,2414120.7884924193,2564599.653309409,405909.0159641251,2065085.184740869,175561.44272356504,343104.7485461578,4067343.1240342874,84109.8151255469,11822479.60930194,632508.3811582791,10978926.527879152,5170363.317460427,73431.40682267999,2566835.163218306,663289.6431977757,1403774.9726031781,2748305.1472226777,263638.48769100074,5142605.8578441935,93154.39255744143,2217429.653038363,13580062.974740282,1798870.2356861483,89074.53052478893,4071686.237248654,4797204.501738489,645825.5438643334,637647.224861874,68901.4144899116
11,890011.1419920913,6462956.880327164,1066407.518423953,25754126.0,9345723.222797757,5535764.346819082,3420688.245972868,0.0,24232213.536128853,13327290.9081377,678174.2663423223,12852421.197269658,5070413.144659687,1268409.0094445676,1540361.93580038,1725946.807920032,1480662.6482778485,276765.408616726,8828037.889875757,6114207.636350428,4116838.5956283705,4373452.5983153675,692203.1040038369,3521622.6264762357,299387.72192087513,585101.9873948719,6936104.951544187,143433.80614201017,20161062.604492992,1078626.6072614125,18722538.111594167,8817102.839346629,125223.74654156486,4377264.848935853,1131118.3832282173,2393879.798532736,4686728.500323322,449586.90824132104,8769767.601768864,158857.66795963922,3781418.072465195,23158297.485349778,3067642.0376730845,151900.21431401963,6943511.331619003,8180749.17295763,1101336.5767351373,1087389.9592016744,117498.6785324005
12,3697176.5608501122,26847633.20855469,4429941.037149857,106984673.0,38822872.22402827,22996002.211431988,14209809.077984275,24232213.536128853,0.0,55362618.78127741,2817189.452348267,53389972.505693376,21062896.572623678,5269071.181281049,6398785.111296367,7169719.324224725,6150789.5569556365,1149705.3613301346,36672366.47362709,25398901.311155092,17101672.59984208,18167667.42974582,2875466.351738571,14629098.464570735,1243680.2370975337,2430559.8564319555,28813127.657084372,595835.3565268862,83750646.01587377,4480700.09702374,77774901.6836735,36626941.41027618,520189.3310448275,18183503.819846053,4698755.079242817,9944365.708521059,19469040.263562858,1867619.517093251,36430307.09569551,659907.2964155172,15708309.261163792,96201396.37846255,12743227.251490058,631005.4845975091,28843894.344737366,33983478.032370135,4575039.103441059,4517103.752954943,488098.78854832763
