,Model_val,MA_val,LV_val,Model_test,MA_test,LV_test
rmse,1194.7244873046875,1361.7020263671875,1930.4385986328125,883.8635864257812,946.4320068359375,1276.3643798828125
mae,230.7949676513672,227.3253173828125,270.07354736328125,182.89410400390625,142.45367431640625,162.321044921875
mape,89.26301574707031,92.35489654541016,125.24982452392578,85.69996643066406,69.77264404296875,95.99850463867188
