6.953450927734375000e+02,4.670264648437500000e+03,7.391685791015625000e+02,1.217189453125000000e+04,2.029693847656250000e+03,5.078084106445312500e+02,4.236406555175781250e+02,1.931354675292968750e+02,7.597257324218750000e+03,3.276501464843750000e+03,9.408789062500000000e+02,3.242591064453125000e+03,1.638470458984375000e+03,1.037417480468750000e+03,8.801853637695312500e+02,1.960737915039062500e+03,4.596400146484375000e+02,2.580311584472656250e+02,3.487381103515625000e+03,2.083578857421875000e+03,8.320894531250000000e+03,1.141271850585937500e+03,4.099735717773437500e+02,3.002046142578125000e+03,2.884077148437500000e+02,4.746987915039062500e+02,1.148742431640625000e+03,3.016032104492187500e+02,4.674523925781250000e+03,4.201834411621093750e+02,8.037579589843750000e+03,1.018713867187500000e+04,1.616107940673828125e+02,5.762540527343750000e+03,6.777085571289062500e+02,1.725868530273437500e+03,4.737864746093750000e+03,2.768340148925781250e+02,1.778134765625000000e+03,1.291565399169921875e+02,2.285776123046875000e+03,5.533041992187500000e+03,2.910301269531250000e+03,1.333290405273437500e+02,3.227760498046875000e+03,2.498571289062500000e+03,1.326157714843750000e+03,2.208965087890625000e+03,2.387386474609375000e+02
6.649891357421875000e+02,4.723374023437500000e+03,8.069876708984375000e+02,1.207965332031250000e+04,2.150205566406250000e+03,6.811678466796875000e+02,4.530214233398437500e+02,1.492236938476562500e+02,7.421069335937500000e+03,3.553640869140625000e+03,8.209168090820312500e+02,3.335760009765625000e+03,1.605613281250000000e+03,7.914839477539062500e+02,9.252643432617187500e+02,1.447338134765625000e+03,4.960965576171875000e+02,2.821324462890625000e+02,1.581747192382812500e+03,2.190991699218750000e+03,4.576948730468750000e+03,1.664098510742187500e+03,4.548442993164062500e+02,3.506146728515625000e+03,3.600791625976562500e+02,6.582501831054687500e+02,2.120696777343750000e+03,3.181566162109375000e+02,4.255486816406250000e+03,4.341003417968750000e+02,8.631252929687500000e+03,4.599965332031250000e+03,2.305179748535156250e+02,8.100616699218750000e+03,6.784420776367187500e+02,1.442786621093750000e+03,4.496353515625000000e+03,3.183698730468750000e+02,2.798655761718750000e+03,2.240191955566406250e+02,2.243491699218750000e+03,5.790273925781250000e+03,3.441764892578125000e+03,2.181125183105468750e+02,2.694270263671875000e+03,1.840363403320312500e+03,1.139719482421875000e+03,3.776265625000000000e+03,3.904953002929687500e+02
7.603471679687500000e+02,3.294595458984375000e+03,7.526290283203125000e+02,1.259511328125000000e+04,2.457129150390625000e+03,5.770806274414062500e+02,4.505801391601562500e+02,2.712631530761718750e+02,7.056027832031250000e+03,3.480207763671875000e+03,9.340100708007812500e+02,2.818061035156250000e+03,1.698983154296875000e+03,1.476443481445312500e+03,7.152836914062500000e+02,1.781682250976562500e+03,4.728388671875000000e+02,2.581880493164062500e+02,1.460213134765625000e+03,2.208518310546875000e+03,3.612403320312500000e+03,1.810647949218750000e+03,4.899285278320312500e+02,2.160641845703125000e+03,5.136790771484375000e+02,9.189880371093750000e+02,1.147788208007812500e+03,2.235695800781250000e+02,4.171384765625000000e+03,3.649648742675781250e+02,7.510612304687500000e+03,3.254963378906250000e+03,2.917204589843750000e+02,4.239930664062500000e+03,6.188145751953125000e+02,8.132675781250000000e+02,5.254652343750000000e+03,2.762378845214843750e+02,1.758146728515625000e+03,2.698063354492187500e+02,2.165869140625000000e+03,5.458838378906250000e+03,1.547978149414062500e+03,1.149014511108398438e+02,2.829629882812500000e+03,2.010102294921875000e+03,8.856445312500000000e+02,2.917310546875000000e+03,5.212802734375000000e+02
7.779879150390625000e+02,6.291969726562500000e+03,7.785034179687500000e+02,1.663240820312500000e+04,2.131021728515625000e+03,5.498641967773437500e+02,4.413576660156250000e+02,1.398471832275390625e+02,7.993370117187500000e+03,3.688883789062500000e+03,1.131125366210937500e+03,3.083200439453125000e+03,1.824308837890625000e+03,1.041501586914062500e+03,1.193416381835937500e+03,2.084488769531250000e+03,6.520959472656250000e+02,2.654467163085937500e+02,1.335087890625000000e+03,2.554270263671875000e+03,4.773101074218750000e+03,2.058518310546875000e+03,5.319876098632812500e+02,3.158078613281250000e+03,7.275706787109375000e+02,1.239132568359375000e+03,1.049467407226562500e+03,3.633626403808593750e+02,6.585491699218750000e+03,7.354724731445312500e+02,8.563611328125000000e+03,3.981506347656250000e+03,2.343700408935546875e+02,4.253179199218750000e+03,1.098683837890625000e+03,1.054862792968750000e+03,7.168179199218750000e+03,2.555258483886718750e+02,1.726642089843750000e+03,2.835538024902343750e+02,2.323591308593750000e+03,5.597123535156250000e+03,3.555260253906250000e+03,2.025776367187500000e+02,3.247265136718750000e+03,2.024255493164062500e+03,1.108159179687500000e+03,3.229351562500000000e+03,5.283183593750000000e+02
8.721776733398437500e+02,4.135489257812500000e+03,8.083054199218750000e+02,1.413381738281250000e+04,2.247844482421875000e+03,7.963280029296875000e+02,4.212369384765625000e+02,2.501938781738281250e+02,7.536217285156250000e+03,3.663756347656250000e+03,1.125822875976562500e+03,4.139383300781250000e+03,1.878047363281250000e+03,1.463202880859375000e+03,1.134369262695312500e+03,2.056768554687500000e+03,6.696148681640625000e+02,2.817231445312500000e+02,1.479492187500000000e+03,2.266721435546875000e+03,3.719594482421875000e+03,1.853303222656250000e+03,5.566809692382812500e+02,3.356781494140625000e+03,4.481797790527343750e+02,1.006565917968750000e+03,1.824757080078125000e+03,4.560027770996093750e+02,5.160404296875000000e+03,5.717037963867187500e+02,8.971138671875000000e+03,3.743195312500000000e+03,2.783724670410156250e+02,5.305715820312500000e+03,1.039021728515625000e+03,2.559888183593750000e+03,4.719900390625000000e+03,3.157442321777343750e+02,1.982522705078125000e+03,2.537430877685546875e+02,2.580156494140625000e+03,7.018852539062500000e+03,2.029334594726562500e+03,2.029697570800781250e+02,3.061982177734375000e+03,2.876754150390625000e+03,1.507318481445312500e+03,2.181467041015625000e+03,3.971360473632812500e+02
9.280191650390625000e+02,3.201291503906250000e+03,7.648707275390625000e+02,2.743010156250000000e+04,3.101134277343750000e+03,6.613529663085937500e+02,4.533481750488281250e+02,1.715754699707031250e+02,6.979609375000000000e+03,3.607273437500000000e+03,9.539141845703125000e+02,4.207333007812500000e+03,1.622386230468750000e+03,8.154699707031250000e+02,9.866616210937500000e+02,2.737157226562500000e+03,5.224775390625000000e+02,2.596051635742187500e+02,1.521719726562500000e+03,2.138002929687500000e+03,3.643794677734375000e+03,1.453881347656250000e+03,5.032850952148437500e+02,4.355522460937500000e+03,5.245601806640625000e+02,9.817607421875000000e+02,1.030701782226562500e+03,2.659884338378906250e+02,4.133829101562500000e+03,4.177410278320312500e+02,7.870881835937500000e+03,3.376830566406250000e+03,2.420935974121093750e+02,4.122586914062500000e+03,7.661235961914062500e+02,1.083581665039062500e+03,4.219359375000000000e+03,2.053365173339843750e+02,3.208245361328125000e+03,2.752015686035156250e+02,2.371225585937500000e+03,5.286875976562500000e+03,1.688117431640625000e+03,1.284579772949218750e+02,2.583555419921875000e+03,1.770913940429687500e+03,6.259262695312500000e+02,1.810197875976562500e+03,5.264577026367187500e+02
1.085456542968750000e+03,3.760121337890625000e+03,7.630520019531250000e+02,3.241580273437500000e+04,2.430576904296875000e+03,5.279687500000000000e+02,4.612868652343750000e+02,2.067153778076171875e+02,6.980723632812500000e+03,3.597284179687500000e+03,8.011172485351562500e+02,3.591938720703125000e+03,1.629743041992187500e+03,1.296630737304687500e+03,1.231700195312500000e+03,2.104654785156250000e+03,6.592130126953125000e+02,2.675502319335937500e+02,1.561944946289062500e+03,2.234558349609375000e+03,3.313575439453125000e+03,1.571206787109375000e+03,5.413099975585937500e+02,3.313308105468750000e+03,7.626817016601562500e+02,1.372999755859375000e+03,1.898906982421875000e+03,3.928957824707031250e+02,3.331476318359375000e+03,6.639934692382812500e+02,7.236252929687500000e+03,1.830342773437500000e+03,2.933992614746093750e+02,4.121009277343750000e+03,8.744262695312500000e+02,1.758776245117187500e+03,4.198018554687500000e+03,2.378171997070312500e+02,1.687451293945312500e+03,3.169094238281250000e+02,2.231282226562500000e+03,5.332109863281250000e+03,1.704371337890625000e+03,2.050807037353515625e+02,2.259183593750000000e+03,1.937677978515625000e+03,7.620315551757812500e+02,2.614146484375000000e+03,4.923409423828125000e+02
7.316997070312500000e+02,5.377011718750000000e+03,6.778760986328125000e+02,1.492423828125000000e+04,2.227316650390625000e+03,4.997062377929687500e+02,2.960175170898437500e+02,1.797233428955078125e+02,6.812529785156250000e+03,7.441448242187500000e+03,8.480344238281250000e+02,2.341994873046875000e+03,1.593133544921875000e+03,1.115461425781250000e+03,2.654984375000000000e+03,2.137320556640625000e+03,4.930830078125000000e+02,2.630709533691406250e+02,1.131938720703125000e+03,2.047478637695312500e+03,3.070384033203125000e+03,9.705991210937500000e+02,4.969893798828125000e+02,3.075331542968750000e+03,4.325734252929687500e+02,1.088423339843750000e+03,1.025136474609375000e+03,4.693658447265625000e+02,3.012930664062500000e+03,7.852910156250000000e+02,7.503812011718750000e+03,1.670630126953125000e+03,2.675806579589843750e+02,4.190179687500000000e+03,6.450446777343750000e+02,1.950258544921875000e+03,4.492930664062500000e+03,1.979745788574218750e+02,1.878715332031250000e+03,6.618717651367187500e+02,1.972401123046875000e+03,5.119928710937500000e+03,3.364661132812500000e+03,1.423271484375000000e+02,1.954248291015625000e+03,1.385719238281250000e+03,1.085734619140625000e+03,1.670001464843750000e+03,5.168713378906250000e+02
7.255158691406250000e+02,5.624603515625000000e+03,7.186811523437500000e+02,1.510723535156250000e+04,4.238948242187500000e+03,5.312075195312500000e+02,4.525469970703125000e+02,1.724765319824218750e+02,6.954820312500000000e+03,3.710459716796875000e+03,1.062272949218750000e+03,2.532243408203125000e+03,1.590719238281250000e+03,1.018013549804687500e+03,1.150959594726562500e+03,2.056415771484375000e+03,6.997828369140625000e+02,2.658015747070312500e+02,1.306659057617187500e+03,2.099827392578125000e+03,3.931507812500000000e+03,1.147044921875000000e+03,5.279396972656250000e+02,3.706573730468750000e+03,5.798599853515625000e+02,1.313722534179687500e+03,1.113755126953125000e+03,3.513982849121093750e+02,4.252089843750000000e+03,1.231353515625000000e+03,7.831330566406250000e+03,3.101106445312500000e+03,2.778767700195312500e+02,8.098131347656250000e+03,7.835277099609375000e+02,1.405093994140625000e+03,4.470759765625000000e+03,3.004354248046875000e+02,2.429969726562500000e+03,2.916357421875000000e+02,3.289129882812500000e+03,5.829886718750000000e+03,3.546176757812500000e+03,1.747471008300781250e+02,2.449621093750000000e+03,1.693146728515625000e+03,1.236801391601562500e+03,2.199374023437500000e+03,5.382026367187500000e+02
8.585342407226562500e+02,3.646052734375000000e+03,7.095722045898437500e+02,1.489629296875000000e+04,2.855162109375000000e+03,7.073557739257812500e+02,6.019383544921875000e+02,2.174243316650390625e+02,6.880105468750000000e+03,3.651365478515625000e+03,9.831382446289062500e+02,2.710666748046875000e+03,1.717144287109375000e+03,1.147807617187500000e+03,8.621140747070312500e+02,2.180396728515625000e+03,6.214412841796875000e+02,2.776978149414062500e+02,1.347689575195312500e+03,2.154451416015625000e+03,3.010691406250000000e+03,1.322660644531250000e+03,5.344321899414062500e+02,2.563333984375000000e+03,8.664648437500000000e+02,9.179520263671875000e+02,1.229544311523437500e+03,4.023621826171875000e+02,3.766981933593750000e+03,1.449960449218750000e+03,8.862160156250000000e+03,3.354286132812500000e+03,2.865968627929687500e+02,4.295844726562500000e+03,6.947708740234375000e+02,1.537050170898437500e+03,4.300969238281250000e+03,2.472226562500000000e+02,5.145578125000000000e+03,3.214714050292968750e+02,4.213541992187500000e+03,6.059145507812500000e+03,2.311376464843750000e+03,1.414564971923828125e+02,2.467318847656250000e+03,1.732536132812500000e+03,8.784003906250000000e+02,1.751133789062500000e+03,5.304287109375000000e+02
